object_id	name	taxonomy
18667	CAMPING	product_cat
18691	CAMPING	product_cat
18797	CAMPING	product_cat
18800	CAMPING	product_cat
18824	CAMPING	product_cat
18825	CAMPING	product_cat
18826	CAMPING	product_cat
18829	CAMPING	product_cat
19110	CAMPING	product_cat
19115	CAMPING	product_cat
19116	CAMPING	product_cat
19117	CAMPING	product_cat
19118	CAMPING	product_cat
7550	LINTERNAS	product_cat
6299	LINTERNAS	product_cat
6283	LINTERNAS	product_cat
6281	LINTERNAS	product_cat
6279	LINTERNAS	product_cat
6285	LINTERNAS	product_cat
7561	LINTERNAS	product_cat
7568	LINTERNAS	product_cat
8433	LINTERNAS	product_cat
10323	LINTERNAS	product_cat
10963	LINTERNAS	product_cat
10971	LINTERNAS	product_cat
12262	LINTERNAS	product_cat
12328	LINTERNAS	product_cat
14505	LINTERNAS	product_cat
14702	LINTERNAS	product_cat
14973	LINTERNAS	product_cat
14980	LINTERNAS	product_cat
14981	LINTERNAS	product_cat
15269	LINTERNAS	product_cat
7615	CUERVO	product_brand
7733	CUERVO	product_brand
11861	CUERVO	product_brand
11866	CUERVO	product_brand
12254	CUERVO	product_brand
13966	CUERVO	product_brand
13969	CUERVO	product_brand
14165	CUERVO	product_brand
14175	CUERVO	product_brand
14639	CUERVO	product_brand
14646	CUERVO	product_brand
15098	CUERVO	product_brand
14244	CUERVO	product_brand
15757	CUERVO	product_brand
14484	BULIT	product_brand
4961	BULIT	product_brand
7619	BULIT	product_brand
7747	BULIT	product_brand
7812	BULIT	product_brand
8162	BULIT	product_brand
8402	BULIT	product_brand
8410	BULIT	product_brand
6230	BULIT	product_brand
11312	BULIT	product_brand
5816	BULIT	product_brand
11324	BULIT	product_brand
6027	BULIT	product_brand
5842	BULIT	product_brand
11351	BULIT	product_brand
4970	BULIT	product_brand
11867	BULIT	product_brand
12450	BULIT	product_brand
6334	BULIT	product_brand
5859	BULIT	product_brand
4978	BULIT	product_brand
14061	BULIT	product_brand
14078	BULIT	product_brand
14081	BULIT	product_brand
11319	BULIT	product_brand
14114	BULIT	product_brand
14115	BULIT	product_brand
14113	BULIT	product_brand
14122	BULIT	product_brand
14123	BULIT	product_brand
14125	BULIT	product_brand
14128	BULIT	product_brand
14130	BULIT	product_brand
14131	BULIT	product_brand
14133	BULIT	product_brand
14137	BULIT	product_brand
14134	BULIT	product_brand
14138	BULIT	product_brand
14141	BULIT	product_brand
5012	BULIT	product_brand
14309	BULIT	product_brand
14480	BULIT	product_brand
14483	BULIT	product_brand
14174	BULIT	product_brand
14917	BULIT	product_brand
8971	BULIT	product_brand
15278	BULIT	product_brand
16349	BULIT	product_brand
16356	BULIT	product_brand
16357	BULIT	product_brand
7623	CARBO FORCE	product_brand
7626	CORTA MAS	product_brand
7641	CORTA MAS	product_brand
7705	CORTA MAS	product_brand
7792	CORTA MAS	product_brand
7799	CORTA MAS	product_brand
7797	CORTA MAS	product_brand
7801	CORTA MAS	product_brand
7837	CORTA MAS	product_brand
7839	CORTA MAS	product_brand
7844	CORTA MAS	product_brand
7644	MAKAWA	product_brand
8326	MAKAWA	product_brand
9096	MAKAWA	product_brand
10535	MAKAWA	product_brand
10553	MAKAWA	product_brand
10927	MAKAWA	product_brand
11937	MAKAWA	product_brand
12211	MAKAWA	product_brand
12476	MAKAWA	product_brand
12930	MAKAWA	product_brand
14235	MAKAWA	product_brand
14563	MAKAWA	product_brand
14580	MAKAWA	product_brand
15811	MAKAWA	product_brand
16409	MAKAWA	product_brand
7656	MENSULAS	product_cat
9175	MENSULAS	product_cat
9197	MENSULAS	product_cat
9203	MENSULAS	product_cat
9217	MENSULAS	product_cat
9222	MENSULAS	product_cat
9224	MENSULAS	product_cat
9239	MENSULAS	product_cat
